date,temperature
2019-10-25 16:36:04.363224,24.433760847572625
2019-10-25 16:36:04.889363,24.371848877532155
2019-10-25 16:36:05.415268,23.661805889053863
2019-10-25 16:36:05.941050,24.426221402426293
2019-10-25 16:36:06.467155,23.861609746273707
2019-10-25 16:36:06.993424,24.27073906895244
2019-10-25 16:36:07.519620,23.9323927864032
2019-10-25 16:36:10.573696,24.200375042227154
2019-10-25 16:36:11.099788,23.923410991911577
2019-10-25 16:36:11.625650,24.476350515382837
2019-10-25 16:36:14.678960,24.35373103683462
2019-10-25 16:36:15.204955,23.971019271718067
2019-10-25 16:36:15.731208,23.668592788991393
2019-10-25 16:36:16.257109,24.26309736550416
2019-10-25 16:36:16.783337,23.84760594112245
2019-10-25 16:36:17.309450,23.53592326777414
2019-10-25 16:36:17.835470,24.488319533683143
2019-10-25 16:36:18.361421,24.16227836912107
2019-10-25 16:36:18.887512,24.48634020355681
2019-10-25 16:36:19.413521,24.195081601609218
2019-10-25 16:36:19.939658,23.576412996712214
2019-10-25 16:36:20.465848,23.98859671677253
2019-10-25 16:36:20.992007,24.481032776833086
2019-10-25 16:36:21.518151,24.434493177887095
2019-10-25 16:36:24.571500,23.519524276692756
2019-10-25 16:36:25.097412,23.979147312082222
2019-10-25 16:36:25.623259,24.231981936619057
2019-10-25 16:36:26.148670,23.73282534637132
2019-10-25 16:36:26.674984,24.418524102345035
2019-10-25 16:36:27.201302,24.099839638653062
2019-10-25 16:36:27.727568,24.022909187910795
2019-10-25 16:36:28.253708,23.74810604755262
2019-10-25 16:36:28.779772,23.54624714189131
2019-10-25 16:36:29.305932,24.320267543452594
2019-10-25 16:36:29.832046,23.8838607888206
2019-10-25 16:36:30.358125,23.915446549837284
2019-10-25 16:36:30.884274,24.200582288072884
2019-10-25 16:36:31.410459,23.58956918416732
2019-10-25 16:36:31.936660,23.756335098982646
2019-10-25 16:36:34.989973,24.3251913720987
2019-10-25 16:36:35.515876,23.55583216960305
2019-10-25 16:36:36.042049,24.38362112227954
2019-10-25 16:36:36.568192,24.165375123368708
2019-10-25 16:36:37.094280,24.22676645717922
2019-10-25 16:36:37.620531,24.445437458000157
2019-10-25 16:36:38.146670,23.963279673424196
2019-10-25 16:36:38.672661,23.81459016028272
2019-10-25 16:36:39.198707,23.505704943463705
2019-10-25 16:36:39.724880,24.115060113759665
2019-10-25 16:36:40.251104,23.6230926678363
2019-10-25 16:36:40.777175,23.797452477098577
2019-10-25 16:36:41.303321,23.619447897261736
2019-10-25 16:36:41.829450,24.272543244518907
2019-10-25 16:36:42.355585,23.76838498280365
2019-10-25 16:36:45.408942,23.62962532011366
2019-10-25 16:36:45.934876,23.608875393111745
2019-10-25 16:36:46.461069,23.699991689551915
2019-10-25 16:36:46.987196,24.19298321083327
2019-10-25 16:36:47.513304,23.612809872719954
2019-10-25 16:36:50.567026,23.595187977672094
2019-10-25 16:36:51.092814,23.79447104416436
2019-10-25 16:36:51.619080,23.6186206413453
2019-10-25 16:36:52.145246,24.25063657834059
2019-10-25 16:36:55.201474,23.785599184398343
2019-10-25 16:36:55.727291,24.346716710327645
2019-10-25 16:36:56.253539,24.169516917152464
2019-10-25 16:36:59.307423,23.85175174799737
2019-10-25 16:36:59.833168,23.907285687562922
2019-10-25 16:37:00.358994,23.698331889408596
2019-10-25 16:37:00.885231,23.506282736343277
2019-10-25 16:37:01.411437,23.53542685481585
2019-10-25 16:37:01.937741,24.33917637451876
2019-10-25 16:37:02.463907,24.23995801042533
2019-10-25 16:37:05.517190,23.704200487910455
2019-10-25 16:37:08.570609,24.00551975948416
2019-10-25 16:37:09.096400,23.852561557967928
2019-10-25 16:37:09.622312,23.87396405830894
2019-10-25 16:37:10.148429,24.15454012641888
2019-10-25 16:37:10.674618,23.87912120811321
2019-10-25 16:37:11.200909,23.87484803493073
2019-10-25 16:37:11.726934,24.10422382284914
2019-10-25 16:37:12.252977,24.417574566583948
2019-10-25 16:37:12.779106,24.272746596733043
2019-10-25 16:37:15.832258,24.3044272525894
2019-10-25 16:37:16.358005,24.141817986301056
2019-10-25 16:37:16.884166,23.95452052990829
2019-10-25 16:37:17.410410,24.244528495639855
2019-10-25 16:37:17.936428,24.34723185976128
2019-10-25 16:37:18.462426,24.256605862183328
2019-10-25 16:37:18.988569,24.192649801520282
2019-10-25 16:37:19.514607,24.148880893388164
2019-10-25 16:37:20.040774,23.825368294173966
2019-10-25 16:37:20.566949,23.635197392590538
2019-10-25 16:37:21.093008,23.704484856584052
2019-10-25 16:37:21.619153,23.934876615441006
2019-10-25 16:37:22.145217,24.36252516210806
2019-10-25 16:37:22.671362,23.510847305076
2019-10-25 16:37:23.197495,23.956068476187465
2019-10-25 16:37:26.250668,24.035822916679457
2019-10-25 16:37:29.304217,24.12265878894052
2019-10-25 16:37:29.830104,23.80394001129986
2019-10-25 16:37:30.356280,24.047107384308152
2019-10-25 16:37:30.882532,24.16294251851464
2019-10-25 16:37:31.408550,24.26939531774646
2019-10-25 16:37:31.934643,23.84711844702161
2019-10-25 16:37:32.460802,24.41653236535289
2019-10-25 16:37:32.986786,24.47047532847539
2019-10-25 16:37:33.512830,23.540391987841314
2019-10-25 16:37:36.566133,24.224405286614395
2019-10-25 16:37:37.092090,24.380273256584157
2019-10-25 16:37:37.618345,24.79887580386674
2019-10-25 16:37:38.144495,23.734800058026682
2019-10-25 16:37:38.670611,24.311103751067733
2019-10-25 16:37:39.196643,23.5603002270813
2019-10-25 16:37:39.722826,24.45814067887386
2019-10-25 16:37:40.248968,23.634956108749794
2019-10-25 16:37:40.775018,23.513162260606002
2019-10-25 16:37:41.301201,23.695810578069292
2019-10-25 16:37:41.827286,24.455716754700674
2019-10-25 16:37:42.353426,24.351028795050702
2019-10-25 16:37:42.879579,24.31589025600866
2019-10-25 16:37:43.405577,24.42817198918037
2019-10-25 16:37:46.458791,23.704080318098054
2019-10-25 16:37:46.984624,23.66845923253907
2019-10-25 16:37:47.510802,24.127277481581995
2019-10-25 16:37:48.036830,24.367729264154995
2019-10-25 16:37:48.562915,24.179561898404494
2019-10-25 16:37:49.089071,23.951721947485048
2019-10-25 16:37:49.615128,24.061388068430762
2019-10-25 16:37:50.141333,24.422226949083687
2019-10-25 16:37:50.667371,24.10376509968779
2019-10-25 16:37:51.193406,24.007237606904468
2019-10-25 16:37:56.774458,23.97687635363046
2019-10-25 16:37:57.300367,23.969490781883177
2019-10-25 16:37:57.826616,24.17083329381008
2019-10-25 16:37:58.352603,24.0788387310853
2019-10-25 16:37:58.878662,24.273638427306608
2019-10-25 16:37:59.404829,23.810357659879013
2019-10-25 16:37:59.930923,24.606675855480276
2019-10-25 16:38:02.988121,24.035094820053477
2019-10-25 16:38:03.513917,23.614530041712072
2019-10-25 16:38:04.040216,23.71530838688597
2019-10-25 16:38:07.093347,23.6460149704963
2019-10-25 16:38:07.619234,24.334844553172637
2019-10-25 16:38:08.145476,24.22980443919109
2019-10-25 16:38:08.671577,23.573890008212395
2019-10-25 16:38:09.197636,23.63012347627761
2019-10-25 16:38:09.723783,23.630594249594704
2019-10-25 16:38:10.249982,25.48505796757446
2019-10-25 16:38:10.776173,25.484322350415674
2019-10-25 16:38:11.302345,24.316380514780025
2019-10-25 16:38:11.828428,23.874172308198855
2019-10-25 16:38:12.354549,23.925375122411882
2019-10-25 16:38:12.880771,24.40047104671008
2019-10-25 16:38:13.406801,24.095193506530073
2019-10-25 16:38:13.932839,24.421458895140407
2019-10-25 16:38:16.986812,25.274845562892477
2019-10-25 16:38:17.513018,25.401239157238884
2019-10-25 16:38:18.039022,24.336593071685044
2019-10-25 16:38:18.565024,23.815091053752255
2019-10-25 16:38:19.091257,25.010406047515072
2019-10-25 16:38:19.617341,23.572067817580614
2019-10-25 16:38:20.143503,23.572516411181336
2019-10-25 16:38:20.669661,24.519016545829473
2019-10-25 16:38:21.195808,24.79305464025297
2019-10-25 16:38:21.721957,24.837041753105243
2019-10-25 16:38:22.247979,25.372885350072774
2019-10-25 16:38:22.774085,24.513211450224162
2019-10-25 16:38:23.300330,23.825380508612565
2019-10-25 16:38:23.826391,25.189584498322738
2019-10-25 16:38:24.352442,25.472219415752654
2019-10-25 16:38:27.405666,24.143844764536933
2019-10-25 16:38:27.931941,24.658370268628445
2019-10-25 16:38:28.457995,24.876526960699852
2019-10-25 16:38:28.984077,24.75076514795744
2019-10-25 16:38:29.510338,24.93764796944851
2019-10-25 16:38:30.036819,24.864896213358424
2019-10-25 16:38:30.562867,24.566113225134707
2019-10-25 16:38:31.089018,24.914806851294987
2019-10-25 16:38:31.615057,25.33600677711507
2019-10-25 16:38:32.141345,24.6287823242729
2019-10-25 16:38:32.667444,25.442316063411255
2019-10-25 16:38:33.193519,24.8315755216573
2019-10-25 16:38:33.719644,25.354094309652925
2019-10-25 16:38:34.245691,25.322941201752865
2019-10-25 16:38:34.771725,25.133422262480696
2019-10-25 16:38:37.825107,24.507049272830184
2019-10-25 16:38:38.351380,24.68452002927538
2019-10-25 16:38:38.877448,25.491192782226605
2019-10-25 16:38:39.403542,25.007240104330517
2019-10-25 16:38:39.929765,24.778341370501238
2019-10-25 16:38:42.983603,24.869559479734278
